"id","osm_id","name","highway","xy_start","xy_end","length","datetime","daytime","distance","travel_time","speed"
0,320639523,"Via Cappuccini","tertiary","40.6320356,17.9237829","40.6318298,17.9235845",28.355,"2025-11-06 17:50:03.045125","day",29,4,26
1,34038719,"Piazza Sapri","unclassified","40.6262175,17.9252617","40.627026,17.9245257",109.263,"2025-11-06 17:50:03.045125","day",109,22,18
2,430287097,"Via Tor Pisana","secondary","40.6330688,17.9387304","40.6327574,17.9388492",36.011,"2025-11-06 17:50:03.045125","day",40,6,24
3,267552004,"Via Alessandro Favia","residential","40.6302918,17.9212394","40.62935997512565, 17.922229610439913",209.228,"2025-11-06 17:50:03.045125","day",133,22,22
4,271253578,"Via Dalmazia","unclassified","40.6303439,17.9396495","40.6283573,17.9404203",251.374,"2025-11-06 17:50:03.045125","day",256,64,14
6,371399349,"Viale Commenda","tertiary","40.631509463420514, 17.936458515276314","40.6292899142206, 17.93221337491293",432.391,"2025-11-06 17:50:03.045125","day",438,105,15
7,177113362,"Via Romolo","residential","40.632193,17.937292","40.630396, 17.932290",649.371,"2025-11-06 17:50:03.045125","day",466,134,13
8,177113360,"Via Numa Pompilio","tertiary","40.631544,17.9367754","40.6316171,17.9367225",9.27,"2025-11-06 17:50:03.045125","day",9,1,32
10,653559084,"Via Sant'Angelo","tertiary","40.6250114,17.931222","40.6237709,17.931391",138.494,"2025-11-06 17:50:03.045125","day",136,25,20
11,269393415,"Viale Commenda","tertiary","40.632668, 17.938726","40.6316171,17.9367225",216.247,"2025-11-06 17:50:03.045125","day",206,57,13
12,653812344,"Via Dalmazia","unclassified","40.6312696,17.9387999","40.6321926,17.9378478",130.402,"2025-11-06 17:50:03.045125","day",132,40,12
13,34038717,"Via Montebello","unclassified","40.6294124,17.9257892","40.6275495,17.923955",260.93,"2025-11-06 17:50:03.045125","day",260,58,16
14,271261222,"Via Martiri delle Ardeatine","tertiary","40.6282953,17.9393871","40.6273076,17.9409063",170.34,"2025-11-06 17:50:03.045125","day",167,19,32
15,34149866,"Via Don Giovanni Minzoni","residential","40.6295261,17.9228975","40.630224,17.9242473",138.021,"2025-11-06 17:50:03.045125","day",136,23,21
16,34063493,"Via Mogadiscio","unclassified","40.6348944,17.9330795","40.6345818,17.9332197",36.693,"2025-11-06 17:50:03.045125","day",36,8,16
17,273174247,"Viale Martiri delle Fosse Ardeatine","tertiary","40.6295813,17.9381902","40.6282953,17.9393871",175.311,"2025-11-06 17:50:03.045125","day",177,37,17
19,430287039,"Via Tor Pisana","unclassified","40.6296817,17.9417096","40.6301165,17.9413257",58.315,"2025-11-06 17:50:03.045125","day",58,8,26
20,34024892,"Via Fulvia","unclassified","40.6305909,17.9249265","40.6348944,17.9330795",839.205,"2025-11-06 17:50:03.045125","day",1238,283,16
21,34063492,"Via Lucio Strabone","unclassified","40.6345818,17.9332197","40.6355268,17.9364311",293.39,"2025-11-06 17:50:03.045125","day",295,54,20
22,686325056,"Via Osanna","tertiary","40.6366326,17.9345676","40.6366139,17.9339618",51.319,"2025-11-06 17:50:03.045125","day",49,16,11
23,653815599,"Via Romolo","unclassified","40.6285049,17.9271399","40.6283248,17.9266665",44.768,"2025-11-06 17:50:03.045125","day",44,12,13
24,654298716,"Via Bezzecca","unclassified","40.6238624,17.9253274","40.6246742,17.9268147",156.509,"2025-11-06 17:50:03.045125","day",162,51,11
25,970987839,"Via Giuseppe Maria Galanti","unclassified","40.6246118,17.9291277","40.6241394,17.929566",64.265,"2025-11-06 17:50:03.045125","day",63,14,16
26,655695410,"Via Villafranca","unclassified","40.625425, 17.927101","40.6259262, 17.9281278",125.399,"2025-11-06 17:50:03.045125","day",103,46,8
27,34063497,"Via Osanna","unclassified","40.6368149,17.9339525","40.6373214,17.9314245",224.996,"2025-11-06 17:50:03.045125","day",224,97,8
28,34024918,"Via Tor Pisana","secondary","40.6357155,17.9367975","40.633235,17.938614",315.47,"2025-11-06 17:50:03.045125","day",315,54,21
29,34024888,"Via Grazia Balsamo","unclassified","40.631874,17.9237496","40.6295208,17.9257274",310.676,"2025-11-06 17:50:03.045125","day",316,75,15
30,34149862,"Via Verona","unclassified","40.6281291,17.9233088","40.6274241,17.9240946",102.709,"2025-11-06 17:50:03.045125","day",107,20,19
32,430287038,"Via Tor Pisana","unclassified","40.6323351,17.9392841","40.6312266,17.9404177",156.077,"2025-11-06 17:50:03.045125","day",157,18,31
33,34149856,"Viale Martiri delle Fosse Ardeatine","tertiary","40.6283516,17.9394671","40.6296195,17.938271",173.679,"2025-11-06 17:50:03.045125","day",174,93,7
34,314305921,"Via Tor Pisana","secondary","40.6328179,17.9390321","40.6330688,17.9387304",37.87,"2025-11-06 17:50:03.045125","day",39,6,23
35,271253576,"Via Dalmazia","unclassified","40.6284186,17.940473","40.6304466,17.9398572",244.526,"2025-11-06 17:50:03.045125","day",253,41,22
36,147950966,"Cavalcavia Alcide De Gasperi","tertiary","40.6326907,17.9417864","40.6305137,17.9397958",296.784,"2025-11-06 17:50:03.045125","day",296,35,30
37,34024914,"Cavalcavia Alcide De Gasperi","tertiary","40.6304466,17.9398572","40.6326582,17.9418449",299.775,"2025-11-06 17:50:03.045125","day",300,75,14
38,653812345,"Viale Aldo Moro","tertiary","40.6305137,17.9397958","40.6304416,17.939649",14.777,"2025-11-06 17:50:03.045125","day",12,1,43
39,267273116,"Via Osanna","unclassified","40.6373214,17.9314245","40.6376194,17.9309272",53.839,"2025-11-06 17:50:03.045125","day",54,25,8
40,34024915,"Viale Aldo Moro","tertiary","40.6263117,17.9317997","40.6295813,17.9381902",651.313,"2025-11-06 17:50:03.045125","day",651,167,14
42,34149859,"Via Tirolo","tertiary","40.6296195,17.938271","40.6303857,17.9376104",101.799,"2025-11-06 17:50:03.045125","day",99,27,13
43,271261225,"Via Tor Pisana","unclassified","40.6323351,17.9392841","40.6327002,17.9391076",43.241,"2025-11-06 17:50:03.045125","day",44,5,32
44,648875351,"Via Mogadiscio","unclassified","40.6353594,17.9329322","40.6348944,17.9330795",53.119,"2025-11-06 17:50:03.045125","day",51,13,14
46,371399354,"Via Tirolo","tertiary","40.6306281,17.9375524","40.631544,17.9367754",127.234,"2025-11-06 17:50:03.045125","day",130,25,19
47,321063028,"Via Cappuccini","tertiary","40.6318298,17.9235845","40.6309155,17.9215916",200.152,"2025-11-06 17:50:03.045125","day",199,33,22
48,34024921,"Via Tor Pisana","unclassified","40.6326242,17.9389513","40.6323351,17.9392841",42.703,"2025-11-06 17:50:03.045125","day",42,5,30
49,656352206,"Via Schiavone","unclassified","40.6334261,17.9327122","40.6325555,17.9324393",100.424,"2025-11-06 17:50:03.045125","day",102,23,16
50,34063494,"Via Osanna","unclassified","40.6366326,17.9345676","40.6368149,17.9339525",55.99,"2025-11-06 17:50:03.045125","day",53,39,5
51,34177700,"Via Sant'Angelo","tertiary","40.6232109,17.9314857","40.6204335,17.933536",356.715,"2025-11-06 17:50:03.045125","day",358,75,17
52,269414030,"Via Tirolo","tertiary","40.6303611,17.9375046","40.6296715,17.9381088",92.072,"2025-11-06 17:50:03.045125","day",92,55,6
53,655695411,"Via San Giovanni Bosco","tertiary","40.6259461,17.9281479","40.6249152,17.9288817",130.46,"2025-11-06 17:50:03.045125","day",130,56,8
54,654298702,"Via Cappuccini","tertiary","40.6320356,17.9237829","40.631874,17.9237496",18.168,"2025-11-06 17:50:03.045125","day",17,4,15
55,666974867,"Viale Commenda","tertiary","40.6314783, 17.9365181","40.6315844, 17.9367414",22.693,"2025-11-06 17:50:03.045125","day",24,4,22
56,34149857,"Via Martiri delle Ardeatine","tertiary","40.6274193,17.9408964","40.6283516,17.9394671",161.938,"2025-11-06 17:50:03.045125","day",161,46,13
57,34024916,"Via Sicilia","unclassified","40.630295, 17.9371378","40.6271409,17.9315399",619.687,"2025-11-06 17:50:03.045125","day",593,96,22
58,264490413,"Via Arione","unclassified","40.635988,17.9301651","40.6334261,17.9327122",356.911,"2025-11-06 17:50:03.045125","day",359,88,15
60,34100020,"Via Magenta","unclassified","40.6273918,17.9242061","40.6284167,17.9264755",223.303,"2025-11-06 17:50:03.045125","day",224,40,20
62,269379796,"Via Verona","unclassified","40.6274112,17.9242321","40.628168,17.9233766",110.919,"2025-11-06 17:50:03.045125","day",115,41,10
63,34149875,"Via Bezzecca","unclassified","40.6246742,17.9268147","40.6252705,17.9270064",68.302,"2025-11-06 17:50:03.045125","day",68,17,14
64,161201131,"Via Solferino","unclassified","40.6262283, 17.925306","40.62721767, 17.9272157",204.062,"2025-11-06 17:50:03.045125","day",195,55,13
66,34038720,"Via Solferino","unclassified","40.6261149,17.9244858","40.6262175,17.9252617",68.41,"2025-11-06 17:50:03.045125","day",66,14,17
67,779695221,"Via Consolazione","unclassified","40.636013,17.9327381","40.6353594,17.9329322",74.414,"2025-11-06 17:50:03.045125","day",73,19,14
68,779695221,"Via San Giovanni Bosco","tertiary","40.6293468, 17.9257899","40.6259461,17.9281479",446.717,"2025-11-06 17:50:03.045125","day",427,90,17
69,380169690,"Viale Aldo Moro","tertiary","40.6296195,17.938271","40.6304466,17.9398572",162.63,"2025-11-06 17:50:03.045125","day",165,28,21
70,442128402,"Via Cappuccini","tertiary","40.6329579,17.9246253","40.6320356,17.9237829",124.897,"2025-11-06 17:50:03.045125","day",125,28,16
71,267558737,"Via San Giovanni Bosco","tertiary","40.6259843,17.9282397","40.6295623,17.9258042",447.633,"2025-11-06 17:50:03.045125","day",448,155,10
72,970993470,"Via Maria Santissima Ausiliatrice","tertiary","40.6280443,17.9312522","40.628179,17.9313747",18.198,"2025-11-06 17:50:03.045125","day",19,2,34
73,654298697,"Via Palmiro Togliatti","tertiary","40.6297134,17.938191","40.6296715,17.9381088",8.367,"2025-11-06 17:50:03.045125","day",8,1,29
74,34177688,"Via Romolo","residential","40.6296701,17.9303682","40.6293166,17.9294494",87.091,"2025-11-06 17:50:03.045125","day",92,37,9
75,174081067,"Via Maria Santissima Ausiliatrice","tertiary","40.628179,17.9313747","40.6288853,17.9319869",94.004,"2025-11-06 17:50:03.045125","day",93,24,14
76,666974868,"Via Tirolo","tertiary","40.6314977,17.9364942","40.6314216,17.9365606",10.147,"2025-11-06 17:50:03.045125","day",10,2,18
79,34149874,"Via Villafranca","tertiary","40.6262354,17.9288881","40.6266123,17.9296505",77.006,"2025-11-06 17:50:03.045125","day",75,16,17
80,269414020,"Piazza Virgilio","tertiary","40.628896, 17.9320153","40.6291630, 17.9321802",20.145,"2025-11-06 17:50:03.045125","day",33,8,15
81,147950974,"Viale Aldo Moro","tertiary","40.6296715,17.9381088","40.6264022,17.9317219",651.043,"2025-11-06 17:50:03.045125","day",650,173,14
83,694786506,"Via Dalmazia","unclassified","40.6304416,17.939649","40.6312696,17.9387999",116.69,"2025-11-06 17:50:03.045125","day",114,20,21
84,269401444,"Via Veneto","residential","40.6285975,17.9328398","40.6279551,17.9315863",127.822,"2025-11-06 17:50:03.045125","day",127,37,12
85,654315472,"Viale Palmiro Togliatti","tertiary","40.6248557,17.9289271","40.6261358,17.931437",255.56,"2025-11-06 17:50:03.045125","day",255,90,10
86,648875350,"Via Imperatore Augusto","residential","40.6330248,17.9319857","40.6325555,17.9324393",64.719,"2025-11-06 17:50:03.045125","day",66,15,16
88,268266406,"Via Appia","tertiary","40.6266695,17.9207602","40.6281291,17.9233088",269.769,"2025-11-06 17:50:03.045125","day",273,59,17
89,34038714,"Piazza Sapri","unclassified","40.6269046,17.92435","40.6261175,17.9242876",87.564,"2025-11-06 17:50:03.045125","day",86,11,28
90,177113358,"Via Tirolo","tertiary","40.6314216,17.9365606","40.6305652,17.9373533",116.653,"2025-11-06 17:50:03.045125","day",117,31,14
91,653583340,"Via Sant'Angelo","tertiary","40.6261358,17.931437","40.6250114,17.931222",126.21,"2025-11-06 17:50:03.045125","day",127,26,18
92,34149863,"Viale Porta Pia","unclassified","40.6261175,17.9242876","40.6238624,17.9253274",276.255,"2025-11-06 17:50:03.045125","day",276,41,24
94,666974873,"Viale Commenda","tertiary","40.631544,17.9367754","40.6326409,17.9388995",217.118,"2025-11-06 17:50:03.045125","day",223,44,18
95,271251490,"Viale San Giovanni Bosco","tertiary","40.62508673, 17.9288626","40.6259843,17.9282397",131.047,"2025-11-06 17:50:03.045125","day",111,36,11
96,498901354,"Via Appia","tertiary","40.632210066, 17.9304609","40.6357102,17.9367417",663.858,"2025-11-06 17:50:03.045125","day",658,185,13
97,671336026,"Via Imperatore Adriano","residential","40.6299489,17.932291","40.6303549,17.9322415",45.279,"2025-11-06 17:50:03.045125","day",48,15,12
98,661012211,"Piazza Curtatore","unclassified","40.6273918,17.9242061","40.6271903,17.9243617",25.961,"2025-11-06 17:50:03.045125","day",26,6,16
99,34063496,"Via Cappuccini","tertiary","40.6366139,17.9339618","40.6329579,17.9246253",917.772,"2025-11-06 17:50:03.045125","day",917,226,15
100,177113363,"Via Imperatore Augusto","residential","40.6325555,17.9324393","40.6303202,17.9342057",290.328,"2025-11-06 17:50:03.045125","day",288,79,13
101,764621509,"Via Villafranca","tertiary","40.6259843,17.9282397","40.6262354,17.9288881",61.54,"2025-11-06 17:50:03.045125","day",59,17,12
102,764621509,"Piazza Curtatore","unclassified","40.6274241,17.9240946","40.6273918,17.9242061",10.391,"2025-11-06 17:50:03.045125","day",14,4,13
103,694786507,"Viale Aldo Moro","tertiary","40.6261358,17.931437","40.6263117,17.9317997",36.377,"2025-11-06 17:50:03.045125","day",37,7,19
104,667011090,"Via Appia","tertiary","40.6301567,17.9268619","40.6321533,17.9304354",374.99,"2025-11-06 17:50:03.045125","day",380,151,9
105,654298715,"Via Appia","tertiary","40.6295623,17.9258042","40.6301567,17.9268619",111.212,"2025-11-06 17:50:03.045125","day",112,52,8
106,653812340,"Viale Palmiro Togliatti","tertiary","40.6249152,17.9288817","40.622755,17.9246129",433.595,"2025-11-06 17:50:03.045125","day",431,84,18
110,264520197,"Via Lucio Strabone","unclassified","40.6340614, 17.93207917","40.63456834848011, 17.93316837282767",173.084,"2025-11-06 17:50:03.045125","day",295,77,14
111,271590301,"Via Marche","unclassified","40.6303202,17.9342057","40.6284969,17.9358104",243.788,"2025-11-06 17:50:03.045125","day",244,57,15
112,336803749,"Via Irpinia","unclassified","40.6278229,17.9314176","40.6264022,17.9317219",159.9,"2025-11-06 17:50:03.045125","day",159,63,9
113,661845343,"Piazza Curtatore","unclassified","40.627026,17.9245257","40.6271903,17.9243617",22.922,"2025-11-06 17:50:03.045125","day",21,5,15
114,34177713,"Via Tor Pisana","unclassified","40.6310163,17.9405896","40.6301165,17.9413257",117.739,"2025-11-06 17:50:03.045125","day",119,14,31
115,34063491,"Piazza Antonino Di Summa","unclassified","40.6365876,17.9325344","40.636013,17.9327381",66.099,"2025-11-06 17:50:03.045125","day",67,19,13
117,34024917,"Piazza Japigia","unclassified","40.6278229,17.9314176","40.628179,17.9313747",40.874,"2025-11-06 17:50:03.045125","day",43,9,17
118,34063498,"Via Osanna","unclassified","40.6368149,17.9339525","40.6366139,17.9339618",30.241,"2025-11-06 17:50:03.045125","day",30,13,8
119,658864891,"Via Tor Pisana","secondary","40.633235,17.938614","40.6330688,17.9387304",20.923,"2025-11-06 17:50:03.045125","day",20,3,24
120,654315473,"Via Sant'Angelo","tertiary","40.6237709,17.931391","40.6232109,17.9314857",62.7,"2025-11-06 17:50:03.045125","day",64,13,18
121,658905569,"Via Appia","tertiary","40.6295208,17.9257274","40.6295623,17.9258042",7.966,"2025-11-06 17:50:03.045125","day",6,1,22
122,269414032,"Via Imperatore Adriano","residential","40.629828 17.932367","40.6293375, 17.9321806",80.791,"2025-11-06 17:50:03.045125","day",60,23,9
124,269392907,"Viale Commenda","tertiary","40.62920684, 17.932300","40.6314216,17.9365606",446.194,"2025-11-06 17:50:03.045125","day",444,115,14
125,34038713,"Via Bezzecca","residential","40.6230623,17.9239813","40.6238624,17.9253274",145.163,"2025-11-06 17:50:03.045125","day",144,18,29
126,147950144,"Via Palmiro Togliatti","tertiary","40.6226783,17.9247332","40.6248557,17.9289271",429.443,"2025-11-06 17:50:03.045125","day",427,184,8
127,970993469,"Via San Giovanni Bosco","tertiary","40.6249152,17.9288817","40.6248557,17.9289271",7.643,"2025-11-06 17:50:03.045125","day",9,2,16
128,694586109,"Piazza Virgilio","tertiary","40.6288853,17.9319869","40.6290555,17.9321085",21.519,"2025-11-06 17:50:03.045125","day",22,5,16
130,34024889,"Via Osanna","tertiary","40.6361283,17.9362496","40.6366326,17.9345676",153.369,"2025-11-06 17:50:03.045125","day",152,66,8
131,675670233,"Via Fulvia","residential","40.630224,17.9242473","40.6305909,17.9249265",70.463,"2025-11-06 17:50:03.045125","day",295,91,12
133,34177714,"Via Tor Pisana","unclassified","40.6312266,17.9404177","40.6310163,17.9405896",27.516,"2025-11-06 17:50:03.045125","day",28,4,25
134,34058799,"Via Cappuccini","tertiary","40.6309155,17.9215916","40.6283017,17.9195678",345.537,"2025-11-06 17:50:03.045125","day",437,98,16
135,653812342,"Viale Commenda","tertiary","40.6316171,17.9367225","40.6314977,17.9364942",23.428,"2025-11-06 17:50:03.045125","day",26,7,13
136,380169691,"Viale Aldo Moro","tertiary","40.6304416,17.939649","40.6297134,17.938191",147.499,"2025-11-06 17:50:03.045125","day",148,49,11
137,653812355,"Piazza Japigia","residential","40.6279551,17.9315863","40.6280683,17.9314346",17.965,"2025-11-06 17:50:03.045125","day",17,5,12
138,666974871,"Viale Martiri delle Fosse Ardeatine","tertiary","40.6296715,17.9381088","40.6295813,17.9381902",12.156,"2025-11-06 17:50:03.045125","day",10,2,18
139,666974871,"Via Giuseppe Maria Galanti","unclassified","40.6241394,17.929566","40.6232109,17.9314857",195.729,"2025-11-06 17:50:03.045125","day",194,35,20
141,682270672,"Viale Palmiro Togliatti","tertiary","40.6264022,17.9317219","40.6262613,17.9314553",27.452,"2025-11-06 17:50:03.045125","day",29,4,26
142,654298717,"Via Appia","tertiary","40.62817944, 17.92332","40.6295208,17.9257274",256.429,"2025-11-06 17:50:03.045125","day",252,60,15
143,970993468,"Viale Palmiro Togliatti","tertiary","40.6262613,17.9314553","40.6249152,17.9288817",264.137,"2025-11-06 17:50:03.045125","day",267,63,15
146,970993470,"Via Maria Santissima Ausiliatrice","tertiary","40.628179,17.9313747","40.6280443,17.9312522",18.198,"2025-11-06 17:50:03.045125","day",19,3,23
147,970987839,"Via Giuseppe Maria Galanti","unclassified","40.6241394,17.929566","40.6246118,17.9291277",64.265,"2025-11-06 17:50:03.045125","day",63,18,13
148,764621509,"Via Villafranca","tertiary","40.6262354,17.9288881","40.6259843,17.9282397",61.54,"2025-11-06 17:50:03.045125","day",59,14,15
149,970993468,"Piazza Curtatore","unclassified","40.6273918,17.9242061","40.6274241,17.9240946",10.391,"2025-11-06 17:50:03.045125","day",14,2,25
150,694786506,"Piazza Virgilio","tertiary","40.6290555,17.9321085","40.6288853,17.9319869",21.519,"2025-11-06 17:50:03.045125","day",22,4,20
152,970987839,"Piazza Curtatore","unclassified","40.6271903,17.9243617","40.627026,17.9245257",22.922,"2025-11-06 17:50:03.045125","day",21,5,15
153,764621509,"Piazza Curtatore","unclassified","40.6271903,17.9243617","40.6273918,17.9242061",25.961,"2025-11-06 17:50:03.045125","day",26,4,23
156,658905569,"Via Appia","tertiary","40.6295623,17.9258042","40.6295208,17.9257274",7.966,"2025-11-06 17:50:03.045125","day",6,1,22
157,658864891,"Via Tor Pisana","secondary","40.6330688,17.9387304","40.633235,17.938614",20.923,"2025-11-06 17:50:03.045125","day",20,3,24
159,654315473,"Via Sant'Angelo","tertiary","40.6232109,17.9314857","40.6237709,17.931391",62.7,"2025-11-06 17:50:03.045125","day",64,12,19
160,654298717,"Via Appia","tertiary","40.6295208,17.9257274","40.62817944, 17.92332",256.429,"2025-11-06 17:50:03.045125","day",252,71,13
161,654298716,"Via Bezzecca","unclassified","40.6246742,17.9268147","40.6238624,17.9253274",156.509,"2025-11-06 17:50:03.045125","day",162,32,18
162,653583340,"Via Sant'Angelo","tertiary","40.6250114,17.931222","40.6261358,17.931437",126.21,"2025-11-06 17:50:03.045125","day",127,43,11
163,653583339,"Via Giuseppe Maria Galanti","unclassified","40.6246118,17.9291277","40.6248557,17.9289271",31.969,"2025-11-06 17:50:03.045125","day",455,133,12
