"id","osm_id","name","highway","xy_start","xy_end","length","datetime","daytime","distance","travel_time","speed"
164,653559084,"Via Sant'Angelo","tertiary","40.6237709,17.931391","40.6250114,17.931222",138.494,"2025-11-06 17:50:03.045125","day",136,29,17
168,430287038,"Via Tor Pisana","unclassified","40.6312266,17.9404177","40.6323351,17.9392841",156.077,"2025-11-06 17:50:03.045125","day",157,19,30
170,34177713,"Via Tor Pisana","unclassified","40.6301165,17.9413257","40.6310163,17.9405896",117.739,"2025-11-06 17:50:03.045125","day",119,17,25
171,34177700,"Via Sant'Angelo","tertiary","40.6204335,17.933536","40.6232109,17.9314857",356.715,"2025-11-06 17:50:03.045125","day",358,58,22
172,34177699,"Via Giuseppe Maria Galanti","unclassified","40.6232109,17.9314857","40.6241394,17.929566",195.729,"2025-11-06 17:50:03.045125","day",194,27,26
173,34149875,"Via Bezzecca","unclassified","40.6252705,17.9270064","40.6246742,17.9268147",68.302,"2025-11-06 17:50:03.045125","day",68,14,17
174,34149874,"Via Villafranca","tertiary","40.6266123,17.9296505","40.6262354,17.9288881",77.006,"2025-11-06 17:50:03.045125","day",75,14,19
175,34149866,"Via Don Giovanni Minzoni","residential","40.630224,17.9242473","40.6295261,17.9228975",138.021,"2025-11-06 17:50:03.045125","day",389,98,14
176,34100020,"Via Magenta","unclassified","40.6284167,17.9264755","40.6273918,17.9242061",223.303,"2025-11-06 17:50:03.045125","day",224,40,20
177,34063497,"Via Osanna","unclassified","40.6373214,17.9314245","40.6368149,17.9339525",224.996,"2025-11-06 17:50:03.045125","day",224,62,13
180,34038713,"Via Bezzecca","residential","40.6238624,17.9253274","40.6230623,17.9239813",145.163,"2025-11-06 17:50:03.045125","day",144,23,23
181,34024922,"Via Maria Santissima Ausiliatrice","tertiary","40.6280443,17.9312522","40.6266123,17.9296505",209.455,"2025-11-06 17:50:03.045125","day",207,31,24
183,34024916,"Via Sicilia","unclassified","40.6271409,17.9315399","40.630295, 17.9371378",619.687,"2025-11-06 17:50:03.045125","day",593,100,21
184,34024888,"Via Grazia Balsamo","unclassified","40.6295208,17.9257274","40.631874,17.9237496",310.676,"2025-11-06 17:50:03.045125","day",317,81,14
186,336803749,"Via Irpinia","unclassified","40.6264022,17.9317219","40.6278229,17.9314176",159.9,"2025-11-06 17:50:03.045125","day",159,42,14
187,269414020,"Piazza Virgilio","tertiary","40.6291630, 17.9321802","40.628896, 17.9320153",20.145,"2025-11-06 17:50:03.045125","day",33,6,20
188,268266406,"Via Appia","tertiary","40.6279129735465, 17.922852408072835","40.6266695,17.9207602",269.769,"2025-11-06 17:50:03.045125","day",568,168,12
189,267558714,"Via Romolo","unclassified","40.6293345, 17.929365","40.6285049,17.9271399",215.185,"2025-11-06 17:50:03.045125","day",210,48,16
190,267552004,"Via Alessandro Favia","residential","40.6287697,17.9227031","40.62926491849922, 17.922304404392236",209.228,"2025-11-06 17:50:03.045125","day",62,10,22
191,267551992,"Via Don Giovanni Minzoni","residential","40.629251090232906, 17.92231799053386","40.6295261,17.9228975",63.092,"2025-11-06 17:50:03.045125","day",58,9,23
192,267273116,"Via Osanna","unclassified","40.6376194,17.9309272","40.6373214,17.9314245",53.839,"2025-11-06 17:50:03.045125","day",54,10,19
193,174081067,"Via Maria Santissima Ausiliatrice","tertiary","40.6288853,17.9319869","40.628179,17.9313747",94.004,"2025-11-06 17:50:03.045125","day",93,19,18
194,161201131,"Via Solferino","unclassified","40.62721767, 17.9272157","40.6262283, 17.925306",204.062,"2025-11-06 17:50:03.045125","day",195,47,15
